"Sample_Id","Classification","ARO_term","Counts","ARG_length","Percentage_Identity","Drug_Class","Resistance_Mechanism","AMR_Gene_Family","Percentage_Coverage","Normalized_counts","Family","Group"
"8900-SR-0096","Klebsiella pneumoniae","CRP",4557,633,99.05,"macrolide antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,28107.65,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","Escherichia coli EF-Tu mutants conferring resistance to Pulvomycin",17876,1185,97.97,"elfamycin antibiotic","antibiotic target alteration","elfamycin resistant EF-Tu",96.33,58898.09,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","Escherichia coli UhpT with mutation conferring resistance to fosfomycin",11276,1392,95.03,"phosphonic acid antibiotic","antibiotic target alteration","antibiotic-resistant UhpT",100,31627.51,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","Escherichia coli mdfA",7344,1233,85.61,"tetracycline antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,23255.13,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","FosA6",3518,420,99.28,"phosphonic acid antibiotic","antibiotic inactivation","fosfomycin thiol transferase",100,32703.61,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","Klebsiella pneumoniae KpnE",1857,363,99.17,"macrolide antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,19973.51,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","Klebsiella pneumoniae KpnF",2174,330,98.17,"macrolide antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,25721.41,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","Klebsiella pneumoniae KpnG",8450,1173,99.74,"macrolide antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,28125.99,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","Klebsiella pneumoniae KpnH",10993,1539,94.02,"macrolide antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,27888.6,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","Klebsiella pneumoniae OmpK37",13312,1125,99.47,"monobactam","reduced permeability to antibiotic","General Bacterial Porin with reduced permeability to beta-lactams",100,46199.79,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","LptD",16524,2349,100,"carbapenem","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",100,27465.11,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","OmpA",5852,1071,99.72,"peptide antibiotic","reduced permeability to antibiotic","General Bacterial Porin with reduced permeability to peptide antibiotics",95.19,21333.59,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","SHV-37",5008,861,100,"carbapenem","antibiotic inactivation","SHV beta-lactamase",100,22709.65,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","acrB",25435,3147,91.52,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",99.9,31556.16,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","acrD",24757,3114,91.13,"aminoglycoside antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,31040.49,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","baeR",4733,723,91.67,"aminoglycoside antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,25559.21,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","emrR",3772,531,92.57,"fluoroquinolone antibiotic","antibiotic efflux","major facilitator superfamily (MFS) antibiotic efflux pump",100,27734.88,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","eptB",13427,1674,99.28,"peptide antibiotic","antibiotic target alteration","pmr phosphoethanolamine transferase",97.04,31316.46,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","marA",2257,375,92.74,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",97.64,23499,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","mdtB",19953,3123,90,"aminocoumarin antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,24945.11,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","mdtC",18852,3078,91.61,"aminocoumarin antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,23913.22,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","msbA",12265,1749,92.78,"nitroimidazole antibiotic","antibiotic efflux","ATP-binding cassette (ABC) antibiotic efflux pump",100,27379.59,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","oqxA",8288,1176,100,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,27516.4,"Enterobacteriaceae","control"
"8900-SR-0096","Klebsiella pneumoniae","rsmA",1913,186,85.25,"fluoroquinolone antibiotic","antibiotic efflux","resistance-nodulation-cell division (RND) antibiotic efflux pump",100,40156.07,"Enterobacteriaceae","control"
"8900-SR-0096","unclassified","APH(3')-Ia",38,816,99.63,"aminoglycoside antibiotic","antibiotic inactivation","APH(3')",100,181.82,"unclassified","control"
